,Date,Index,Value
2994,04/12/2020,YENN,8.30%
2995,04/12/2020,BTC,70.05%
2996,07/12/2020,GBP,6.28%
2997,07/12/2020,EUR,5.98%
2998,07/12/2020,YENN,7.90%
2999,07/12/2020,BTC,70.21%
3000,08/12/2020,GBP,6.50%
3001,08/12/2020,EUR,5.71%
3002,08/12/2020,YENN,7.83%
3003,08/12/2020,BTC,72.42%
3004,09/12/2020,GBP,6.48%
3005,09/12/2020,EUR,5.23%
3006,09/12/2020,YENN,4.49%
3007,09/12/2020,BTC,72.31%
3008,10/12/2020,GBP,6.07%
3009,10/12/2020,EUR,5.36%
3010,10/12/2020,YENN,4.50%
3011,10/12/2020,BTC,72.52%
3012,11/12/2020,GBP,6.22%
3013,11/12/2020,EUR,5.33%
3014,11/12/2020,YENN,4.44%
3015,11/12/2020,BTC,72.01%
3016,14/12/2020,GBP,5.48%
3017,14/12/2020,EUR,5.38%
3018,14/12/2020,YENN,4.40%
3019,14/12/2020,BTC,74.81%
3020,15/12/2020,GBP,4.90%
3021,15/12/2020,EUR,5.32%
3022,15/12/2020,YENN,4.23%
3023,15/12/2020,BTC,74.58%
3024,16/12/2020,GBP,5.64%
3025,16/12/2020,EUR,5.33%
3026,16/12/2020,YENN,4.37%
3027,16/12/2020,BTC,78.77%
3028,17/12/2020,GBP,5.73%
3029,17/12/2020,EUR,5.39%
3030,17/12/2020,YENN,4.26%
3031,17/12/2020,BTC,81.36%
3032,18/12/2020,GBP,5.89%
3033,18/12/2020,EUR,5.46%
3034,18/12/2020,YENN,4.30%
3035,18/12/2020,BTC,81.27%
3036,21/12/2020,GBP,7.53%
3037,21/12/2020,EUR,5.77%
3038,21/12/2020,YENN,4.47%
3039,21/12/2020,BTC,80.92%
3040,22/12/2020,GBP,7.49%
3041,22/12/2020,EUR,5.75%
3042,22/12/2020,YENN,4.48%
3043,22/12/2020,BTC,81.19%
3044,23/12/2020,GBP,7.62%
3045,23/12/2020,EUR,5.95%
3046,23/12/2020,YENN,3.78%
3047,23/12/2020,BTC,81.44%
3048,24/12/2020,GBP,8.03%
3049,24/12/2020,EUR,5.82%
3050,24/12/2020,YENN,3.78%
3051,24/12/2020,BTC,80.82%
3052,25/12/2020,GBP,8.09%
3053,25/12/2020,EUR,5.85%
3054,25/12/2020,YENN,3.80%
3055,25/12/2020,BTC,72.68%
3056,28/12/2020,GBP,8.02%
3057,28/12/2020,EUR,5.83%
3058,28/12/2020,YENN,3.79%
3059,28/12/2020,BTC,76.88%
3060,29/12/2020,GBP,8.53%
3061,29/12/2020,EUR,5.69%
3062,29/12/2020,YENN,3.82%
3063,29/12/2020,BTC,64.44%
3064,30/12/2020,GBP,8.56%
3065,30/12/2020,EUR,5.54%
3066,30/12/2020,YENN,3.74%
3067,30/12/2020,BTC,61.93%
3068,31/12/2020,GBP,8.90%
3069,31/12/2020,EUR,4.28%
3070,31/12/2020,YENN,3.97%
3071,31/12/2020,BTC,62.14%
3072,01/01/2021,GBP,8.78%
3073,01/01/2021,EUR,5.56%
3074,01/01/2021,YENN,3.95%
3075,01/01/2021,BTC,62.14%
3076,04/01/2021,GBP,8.57%
3077,04/01/2021,EUR,5.83%
3078,04/01/2021,YENN,3.40%
3079,04/01/2021,BTC,62.20%
3080,05/01/2021,GBP,9.05%
3081,05/01/2021,EUR,5.76%
3082,05/01/2021,YENN,3.10%
3083,05/01/2021,BTC,63.42%
3084,06/01/2021,GBP,8.95%
3085,06/01/2021,EUR,5.87%
3086,06/01/2021,YENN,3.35%
3087,06/01/2021,BTC,59.95%
3088,07/01/2021,GBP,8.96%
3089,07/01/2021,EUR,5.92%
3090,07/01/2021,YENN,3.56%
3091,07/01/2021,BTC,60.54%
3092,08/01/2021,GBP,9.12%
3093,08/01/2021,EUR,6.23%
3094,08/01/2021,YENN,4.47%
3095,08/01/2021,BTC,57.58%
3096,11/01/2021,GBP,9.08%
3097,11/01/2021,EUR,6.53%
3098,11/01/2021,YENN,4.59%
3099,11/01/2021,BTC,82.40%
3100,12/01/2021,GBP,9.08%
3101,12/01/2021,EUR,6.57%
3102,12/01/2021,YENN,4.51%
3103,12/01/2021,BTC,85.96%
3104,13/01/2021,GBP,9.72%
3105,13/01/2021,EUR,6.70%
3106,13/01/2021,YENN,4.68%
3107,13/01/2021,BTC,88.84%
3108,14/01/2021,GBP,9.39%
3109,14/01/2021,EUR,6.84%
3110,14/01/2021,YENN,4.51%
3111,14/01/2021,BTC,86.24%
3112,15/01/2021,GBP,9.32%
3113,15/01/2021,EUR,6.71%
3114,15/01/2021,YENN,4.48%
3115,15/01/2021,BTC,90.52%
3116,18/01/2021,GBP,9.63%
3117,18/01/2021,EUR,6.80%
3118,18/01/2021,YENN,4.30%
3119,18/01/2021,BTC,91.01%
3120,19/01/2021,GBP,8.50%
3121,19/01/2021,EUR,6.72%
3122,19/01/2021,YENN,4.24%
3123,19/01/2021,BTC,91.05%
3124,20/01/2021,GBP,8.55%
3125,20/01/2021,EUR,6.96%
3126,20/01/2021,YENN,4.26%
3127,20/01/2021,BTC,91.57%
3128,21/01/2021,GBP,8.40%
3129,21/01/2021,EUR,6.86%
3130,21/01/2021,YENN,4.38%
3131,21/01/2021,BTC,106.63%
3132,22/01/2021,GBP,8.13%
3133,22/01/2021,EUR,7.03%
3134,22/01/2021,YENN,4.39%
3135,22/01/2021,BTC,108.30%
3136,25/01/2021,GBP,8.17%
3137,25/01/2021,EUR,7.02%
3138,25/01/2021,YENN,4.47%
3139,25/01/2021,BTC,108.63%
3140,26/01/2021,GBP,8.17%
3141,26/01/2021,EUR,7.02%
3142,26/01/2021,YENN,4.45%
3143,26/01/2021,BTC,104.59%
3144,27/01/2021,GBP,7.71%
3145,27/01/2021,EUR,7.02%
3146,27/01/2021,YENN,4.45%
3147,27/01/2021,BTC,107.91%
3148,28/01/2021,GBP,7.98%
3149,28/01/2021,EUR,7.12%
3150,28/01/2021,YENN,4.78%
3151,28/01/2021,BTC,111.21%
3152,29/01/2021,GBP,7.40%
3153,29/01/2021,EUR,6.97%
3154,29/01/2021,YENN,4.50%
3155,29/01/2021,BTC,111.38%
3156,01/02/2021,GBP,7.37%
3157,01/02/2021,EUR,6.14%
3158,01/02/2021,YENN,4.64%
3159,01/02/2021,BTC,111.87%
3160,02/02/2021,GBP,7.38%
3161,02/02/2021,EUR,5.91%
3162,02/02/2021,YENN,4.65%
3163,02/02/2021,BTC,109.83%
3164,03/02/2021,GBP,6.77%
3165,03/02/2021,EUR,5.94%
3166,03/02/2021,YENN,4.61%
3167,03/02/2021,BTC,109.37%
3168,04/02/2021,GBP,6.62%
3169,04/02/2021,EUR,5.69%
3170,04/02/2021,YENN,4.23%
3171,04/02/2021,BTC,106.02%
3172,05/02/2021,GBP,6.65%
3173,05/02/2021,EUR,5.75%
3174,05/02/2021,YENN,4.43%
3175,05/02/2021,BTC,103.94%
3176,08/02/2021,GBP,6.63%
3177,08/02/2021,EUR,6.21%
3178,08/02/2021,YENN,3.90%
3179,08/02/2021,BTC,123.20%
3180,09/02/2021,GBP,6.42%
3181,09/02/2021,EUR,5.81%
3182,09/02/2021,YENN,3.91%
3183,09/02/2021,BTC,111.69%
3184,10/02/2021,GBP,6.60%
3185,10/02/2021,EUR,6.14%
3186,10/02/2021,YENN,4.53%
3187,10/02/2021,BTC,110.89%
3188,11/02/2021,GBP,5.57%
3189,11/02/2021,EUR,5.95%
3190,11/02/2021,YENN,4.31%
3191,11/02/2021,BTC,108.50%
3192,12/02/2021,GBP,5.58%
3193,12/02/2021,EUR,5.83%
3194,12/02/2021,YENN,4.31%
3195,12/02/2021,BTC,107.86%
3196,15/02/2021,GBP,5.70%
3197,15/02/2021,EUR,5.83%
3198,15/02/2021,YENN,4.40%
3199,15/02/2021,BTC,104.70%
3200,16/02/2021,GBP,4.82%
3201,16/02/2021,EUR,5.29%
3202,16/02/2021,YENN,4.49%
3203,16/02/2021,BTC,104.58%
3204,17/02/2021,GBP,4.93%
3205,17/02/2021,EUR,5.42%
3206,17/02/2021,YENN,4.85%
3207,17/02/2021,BTC,105.08%
3208,18/02/2021,GBP,4.83%
3209,18/02/2021,EUR,5.25%
3210,18/02/2021,YENN,4.98%
3211,18/02/2021,BTC,104.88%
3212,19/02/2021,GBP,5.32%
3213,19/02/2021,EUR,5.39%
3214,19/02/2021,YENN,4.86%
3215,19/02/2021,BTC,89.04%
3216,22/02/2021,GBP,5.33%
3217,22/02/2021,EUR,5.28%
3218,22/02/2021,YENN,4.90%
3219,22/02/2021,BTC,90.03%
3220,23/02/2021,GBP,5.16%
3221,23/02/2021,EUR,5.41%
3222,23/02/2021,YENN,5.26%
3223,23/02/2021,BTC,99.49%
3224,24/02/2021,GBP,5.15%
3225,24/02/2021,EUR,5.39%
3226,24/02/2021,YENN,5.32%
3227,24/02/2021,BTC,99.37%
3228,25/02/2021,GBP,5.04%
3229,25/02/2021,EUR,5.39%
3230,25/02/2021,YENN,5.58%
3231,25/02/2021,BTC,97.93%
3232,26/02/2021,GBP,5.99%
3233,26/02/2021,EUR,5.12%
3234,26/02/2021,YENN,5.49%
3235,26/02/2021,BTC,94.83%
3236,01/03/2021,GBP,6.03%
3237,01/03/2021,EUR,5.51%
3238,01/03/2021,YENN,5.49%
3239,01/03/2021,BTC,96.57%
3240,02/03/2021,GBP,6.10%
3241,02/03/2021,EUR,5.61%
3242,02/03/2021,YENN,5.46%
3243,02/03/2021,BTC,96.71%
3244,03/03/2021,GBP,6.06%
3245,03/03/2021,EUR,5.48%
3246,03/03/2021,YENN,5.49%
3247,03/03/2021,BTC,96.12%
3248,04/03/2021,GBP,6.09%
3249,04/03/2021,EUR,5.51%
3250,04/03/2021,YENN,5.53%
3251,04/03/2021,BTC,97.06%
3252,05/03/2021,GBP,6.17%
3253,05/03/2021,EUR,6.01%
3254,05/03/2021,YENN,6.07%
3255,05/03/2021,BTC,96.58%
3256,08/03/2021,GBP,6.29%
3257,08/03/2021,EUR,5.73%
3258,08/03/2021,YENN,5.98%
3259,08/03/2021,BTC,98.08%
3260,09/03/2021,GBP,6.19%
3261,09/03/2021,EUR,5.50%
3262,09/03/2021,YENN,6.00%
3263,09/03/2021,BTC,75.55%
3264,10/03/2021,GBP,6.39%
3265,10/03/2021,EUR,5.73%
3266,10/03/2021,YENN,6.13%
3267,10/03/2021,BTC,75.68%
3268,11/03/2021,GBP,6.22%
3269,11/03/2021,EUR,5.40%
3270,11/03/2021,YENN,5.60%
3271,11/03/2021,BTC,74.38%
3272,12/03/2021,GBP,6.35%
3273,12/03/2021,EUR,5.76%
3274,12/03/2021,YENN,5.58%
3275,12/03/2021,BTC,72.15%
3276,15/03/2021,GBP,6.54%
3277,15/03/2021,EUR,5.79%
3278,15/03/2021,YENN,5.70%
3279,15/03/2021,BTC,72.88%
3280,16/03/2021,GBP,6.42%
3281,16/03/2021,EUR,5.81%
3282,16/03/2021,YENN,5.71%
3283,16/03/2021,BTC,72.93%
3284,17/03/2021,GBP,6.33%
3285,17/03/2021,EUR,5.80%
3286,17/03/2021,YENN,5.77%
3287,17/03/2021,BTC,73.31%
3288,18/03/2021,GBP,6.55%
3289,18/03/2021,EUR,6.31%
3290,18/03/2021,YENN,5.53%
3291,18/03/2021,BTC,71.51%
3292,19/03/2021,GBP,6.66%
3293,19/03/2021,EUR,6.45%
3294,19/03/2021,YENN,5.40%
3295,19/03/2021,BTC,71.34%
3296,22/03/2021,GBP,6.55%
3297,22/03/2021,EUR,6.31%
3298,22/03/2021,YENN,5.31%
3299,22/03/2021,BTC,70.56%
3300,23/03/2021,GBP,6.37%
3301,23/03/2021,EUR,6.43%
3302,23/03/2021,YENN,5.28%
3303,23/03/2021,BTC,69.76%
3304,24/03/2021,GBP,6.95%
3305,24/03/2021,EUR,6.69%
3306,24/03/2021,YENN,4.94%
3307,24/03/2021,BTC,60.17%
3308,25/03/2021,GBP,6.77%
3309,25/03/2021,EUR,6.70%
3310,25/03/2021,YENN,4.93%
3311,25/03/2021,BTC,60.50%
3312,26/03/2021,GBP,6.97%
3313,26/03/2021,EUR,6.63%
3314,26/03/2021,YENN,4.69%
3315,26/03/2021,BTC,60.61%
3316,29/03/2021,GBP,6.38%
3317,29/03/2021,EUR,6.69%
3318,29/03/2021,YENN,4.82%
3319,29/03/2021,BTC,61.40%
3320,30/03/2021,GBP,6.35%
3321,30/03/2021,EUR,6.50%
3322,30/03/2021,YENN,4.83%
3323,30/03/2021,BTC,57.80%
3324,31/03/2021,GBP,6.31%
3325,31/03/2021,EUR,6.54%
3326,31/03/2021,YENN,4.89%
3327,31/03/2021,BTC,56.59%
3328,01/04/2021,GBP,6.37%
3329,01/04/2021,EUR,6.39%
3330,01/04/2021,YENN,4.89%
3331,01/04/2021,BTC,55.22%
3332,02/04/2021,GBP,6.50%
3333,02/04/2021,EUR,6.67%
3334,02/04/2021,YENN,4.98%
3335,02/04/2021,BTC,52.50%
3336,05/04/2021,GBP,6.46%
3337,05/04/2021,EUR,6.33%
3338,05/04/2021,YENN,4.32%
3339,05/04/2021,BTC,52.75%
3340,06/04/2021,GBP,6.72%
3341,06/04/2021,EUR,6.48%
3342,06/04/2021,YENN,4.58%
3343,06/04/2021,BTC,49.09%
3344,07/04/2021,GBP,7.01%
3345,07/04/2021,EUR,6.35%
3346,07/04/2021,YENN,4.58%
3347,07/04/2021,BTC,48.60%
3348,08/04/2021,GBP,7.12%
3349,08/04/2021,EUR,6.20%
3350,08/04/2021,YENN,4.37%
3351,08/04/2021,BTC,49.97%
3352,09/04/2021,GBP,7.00%
3353,09/04/2021,EUR,6.27%
3354,09/04/2021,YENN,4.71%
3355,09/04/2021,BTC,48.80%
3356,12/04/2021,GBP,6.78%
3357,12/04/2021,EUR,6.00%
3358,12/04/2021,YENN,4.81%
3359,12/04/2021,BTC,49.60%
3360,13/04/2021,GBP,6.80%
3361,13/04/2021,EUR,5.94%
3362,13/04/2021,YENN,4.64%
3363,13/04/2021,BTC,52.21%
3364,14/04/2021,GBP,6.78%
3365,14/04/2021,EUR,6.02%
3366,14/04/2021,YENN,4.86%
3367,14/04/2021,BTC,52.25%
3368,15/04/2021,GBP,6.81%
3369,15/04/2021,EUR,6.03%
3370,15/04/2021,YENN,4.85%
3371,15/04/2021,BTC,51.04%
3372,16/04/2021,GBP,6.50%
3373,16/04/2021,EUR,5.57%
3374,16/04/2021,YENN,4.88%
3375,16/04/2021,BTC,51.71%
3376,19/04/2021,GBP,6.49%
3377,19/04/2021,EUR,5.22%
3378,19/04/2021,YENN,4.88%
3379,19/04/2021,BTC,62.69%
3380,20/04/2021,GBP,7.49%
3381,20/04/2021,EUR,5.49%
3382,20/04/2021,YENN,5.25%
3383,20/04/2021,BTC,58.15%
3384,21/04/2021,GBP,7.62%
3385,21/04/2021,EUR,5.36%
3386,21/04/2021,YENN,5.25%
3387,21/04/2021,BTC,60.48%
3388,22/04/2021,GBP,6.74%
3389,22/04/2021,EUR,4.46%
3390,22/04/2021,YENN,5.20%
3391,22/04/2021,BTC,60.80%
3392,23/04/2021,GBP,7.09%
3393,23/04/2021,EUR,4.43%
3394,23/04/2021,YENN,5.11%
3395,23/04/2021,BTC,60.55%
3396,26/04/2021,GBP,6.97%
3397,26/04/2021,EUR,4.57%
3398,26/04/2021,YENN,4.91%
3399,26/04/2021,BTC,59.45%
3400,27/04/2021,GBP,6.94%
3401,27/04/2021,EUR,4.62%
3402,27/04/2021,YENN,4.57%
3403,27/04/2021,BTC,57.42%
3404,28/04/2021,GBP,6.91%
3405,28/04/2021,EUR,4.52%
3406,28/04/2021,YENN,4.98%
3407,28/04/2021,BTC,56.84%
3408,29/04/2021,GBP,6.95%
3409,29/04/2021,EUR,4.16%
3410,29/04/2021,YENN,4.70%
3411,29/04/2021,BTC,57.24%
3412,30/04/2021,GBP,6.91%
3413,30/04/2021,EUR,4.22%
3414,30/04/2021,YENN,4.66%
3415,30/04/2021,BTC,63.59%
3416,03/05/2021,GBP,7.65%
3417,03/05/2021,EUR,5.30%
3418,03/05/2021,YENN,4.88%
3419,03/05/2021,BTC,63.61%
3420,04/05/2021,GBP,7.94%
3421,04/05/2021,EUR,5.28%
3422,04/05/2021,YENN,4.88%
3423,04/05/2021,BTC,67.87%
3424,05/05/2021,GBP,7.67%
3425,05/05/2021,EUR,5.42%
3426,05/05/2021,YENN,4.79%
3427,05/05/2021,BTC,72.99%
3428,06/05/2021,GBP,7.38%
3429,06/05/2021,EUR,5.25%
3430,06/05/2021,YENN,4.65%
3431,06/05/2021,BTC,72.06%
3432,07/05/2021,GBP,7.00%
3433,07/05/2021,EUR,5.47%
3434,07/05/2021,YENN,4.66%
3435,07/05/2021,BTC,70.91%
3436,10/05/2021,GBP,7.74%
3437,10/05/2021,EUR,6.02%
3438,10/05/2021,YENN,4.62%
3439,10/05/2021,BTC,71.46%
3440,11/05/2021,GBP,7.89%
3441,11/05/2021,EUR,6.09%
3442,11/05/2021,YENN,4.54%
3443,11/05/2021,BTC,70.92%
3444,12/05/2021,GBP,7.87%
3445,12/05/2021,EUR,6.10%
3446,12/05/2021,YENN,4.46%
3447,12/05/2021,BTC,82.45%
3448,13/05/2021,GBP,8.19%
3449,13/05/2021,EUR,6.41%
3450,13/05/2021,YENN,5.22%
3451,13/05/2021,BTC,82.83%
3452,14/05/2021,GBP,8.22%
3453,14/05/2021,EUR,6.36%
3454,14/05/2021,YENN,5.24%
3455,14/05/2021,BTC,82.83%
3456,17/05/2021,GBP,8.27%
3457,17/05/2021,EUR,6.63%
3458,17/05/2021,YENN,5.21%
3459,17/05/2021,BTC,93.35%
3460,18/05/2021,GBP,8.29%
3461,18/05/2021,EUR,6.62%
3462,18/05/2021,YENN,5.25%
3463,18/05/2021,BTC,88.30%
3464,19/05/2021,GBP,7.21%
3465,19/05/2021,EUR,6.54%
3466,19/05/2021,YENN,4.97%
3467,19/05/2021,BTC,99.38%
3468,20/05/2021,GBP,7.38%
3469,20/05/2021,EUR,6.73%
3470,20/05/2021,YENN,5.11%
3471,20/05/2021,BTC,106.78%
3472,21/05/2021,GBP,7.57%
3473,21/05/2021,EUR,6.86%
3474,21/05/2021,YENN,5.30%
3475,21/05/2021,BTC,109.63%
3476,24/05/2021,GBP,7.22%
3477,24/05/2021,EUR,6.95%
3478,24/05/2021,YENN,5.29%
3479,24/05/2021,BTC,111.13%
3480,25/05/2021,GBP,7.21%
3481,25/05/2021,EUR,6.69%
3482,25/05/2021,YENN,5.28%
3483,25/05/2021,BTC,108.30%
3484,26/05/2021,GBP,7.23%
3485,26/05/2021,EUR,6.73%
3486,26/05/2021,YENN,5.20%
3487,26/05/2021,BTC,108.49%
3488,27/05/2021,GBP,7.29%
3489,27/05/2021,EUR,6.97%
3490,27/05/2021,YENN,5.04%
3491,27/05/2021,BTC,108.42%
3492,28/05/2021,GBP,7.46%
3493,28/05/2021,EUR,6.86%
3494,28/05/2021,YENN,5.31%
3495,28/05/2021,BTC,110.20%
3496,31/05/2021,GBP,7.50%
3497,31/05/2021,EUR,6.86%
3498,31/05/2021,YENN,5.20%
3499,31/05/2021,BTC,107.35%
3500,01/06/2021,GBP,6.53%
3501,01/06/2021,EUR,6.20%
3502,01/06/2021,YENN,5.27%
3503,01/06/2021,BTC,107.28%
3504,02/06/2021,GBP,6.64%
3505,02/06/2021,EUR,6.20%
3506,02/06/2021,YENN,5.22%
3507,02/06/2021,BTC,106.83%
3508,03/06/2021,GBP,6.60%
3509,03/06/2021,EUR,6.00%
3510,03/06/2021,YENN,5.18%
3511,03/06/2021,BTC,104.00%
3512,04/06/2021,GBP,6.85%
3513,04/06/2021,EUR,6.48%
3514,04/06/2021,YENN,5.56%
3515,04/06/2021,BTC,105.04%
3516,07/06/2021,GBP,6.91%
3517,07/06/2021,EUR,6.33%
3518,07/06/2021,YENN,5.95%
3519,07/06/2021,BTC,107.17%
3520,08/06/2021,GBP,6.03%
3521,08/06/2021,EUR,5.65%
3522,08/06/2021,YENN,5.84%
3523,08/06/2021,BTC,107.46%
3524,09/06/2021,GBP,5.67%
3525,09/06/2021,EUR,5.62%
3526,09/06/2021,YENN,5.81%
3527,09/06/2021,BTC,116.43%
3528,10/06/2021,GBP,5.75%
3529,10/06/2021,EUR,5.62%
3530,10/06/2021,YENN,5.79%
3531,10/06/2021,BTC,107.49%
3532,11/06/2021,GBP,5.60%
3533,11/06/2021,EUR,5.25%
3534,11/06/2021,YENN,4.98%
3535,11/06/2021,BTC,107.67%
3536,14/06/2021,GBP,5.75%
3537,14/06/2021,EUR,5.59%
3538,14/06/2021,YENN,5.06%
3539,14/06/2021,BTC,111.82%
3540,15/06/2021,GBP,5.62%
3541,15/06/2021,EUR,5.18%
3542,15/06/2021,YENN,5.14%
3543,15/06/2021,BTC,102.08%
3544,16/06/2021,GBP,5.53%
3545,16/06/2021,EUR,5.18%
3546,16/06/2021,YENN,5.10%
3547,16/06/2021,BTC,103.42%
3548,17/06/2021,GBP,5.82%
3549,17/06/2021,EUR,5.99%
3550,17/06/2021,YENN,5.28%
3551,17/06/2021,BTC,89.50%
3552,18/06/2021,GBP,5.63%
3553,18/06/2021,EUR,6.24%
3554,18/06/2021,YENN,5.43%
3555,18/06/2021,BTC,84.83%
3556,21/06/2021,GBP,5.84%
3557,21/06/2021,EUR,5.97%
3558,21/06/2021,YENN,5.24%
3559,21/06/2021,BTC,89.51%
3560,22/06/2021,GBP,6.58%
3561,22/06/2021,EUR,6.13%
3562,22/06/2021,YENN,5.25%
3563,22/06/2021,BTC,88.90%
3564,23/06/2021,GBP,6.61%
3565,23/06/2021,EUR,6.09%
3566,23/06/2021,YENN,5.27%
3567,23/06/2021,BTC,90.26%
3568,24/06/2021,GBP,6.65%
3569,24/06/2021,EUR,5.94%
3570,24/06/2021,YENN,5.32%
3571,24/06/2021,BTC,90.46%
3572,25/06/2021,GBP,6.72%
3573,25/06/2021,EUR,5.81%
3574,25/06/2021,YENN,5.28%
3575,25/06/2021,BTC,95.07%
3576,28/06/2021,GBP,6.24%
3577,28/06/2021,EUR,5.85%
3578,28/06/2021,YENN,4.97%
3579,28/06/2021,BTC,97.33%
3580,29/06/2021,GBP,6.23%
3581,29/06/2021,EUR,5.84%
3582,29/06/2021,YENN,5.03%
3583,29/06/2021,BTC,97.10%
3584,30/06/2021,GBP,6.05%
3585,30/06/2021,EUR,5.61%
3586,30/06/2021,YENN,4.82%
3587,30/06/2021,BTC,97.24%
3588,01/07/2021,GBP,5.91%
3589,01/07/2021,EUR,5.68%
3590,01/07/2021,YENN,5.10%
3591,01/07/2021,BTC,97.73%
3592,02/07/2021,GBP,6.01%
3593,02/07/2021,EUR,5.67%
3594,02/07/2021,YENN,5.23%
3595,02/07/2021,BTC,96.35%
3596,05/07/2021,GBP,6.32%
3597,05/07/2021,EUR,5.44%
3598,05/07/2021,YENN,5.12%
3599,05/07/2021,BTC,94.33%
3600,06/07/2021,GBP,6.16%
3601,06/07/2021,EUR,5.28%
3602,06/07/2021,YENN,4.67%
3603,06/07/2021,BTC,88.54%
3604,07/07/2021,GBP,6.18%
3605,07/07/2021,EUR,5.19%
3606,07/07/2021,YENN,4.64%
3607,07/07/2021,BTC,88.64%
3608,08/07/2021,GBP,6.18%
3609,08/07/2021,EUR,5.20%
3610,08/07/2021,YENN,4.62%
3611,08/07/2021,BTC,79.74%
3612,09/07/2021,GBP,6.16%
3613,09/07/2021,EUR,5.57%
3614,09/07/2021,YENN,5.39%
3615,09/07/2021,BTC,80.45%
3616,12/07/2021,GBP,6.68%
3617,12/07/2021,EUR,5.70%
3618,12/07/2021,YENN,5.48%
3619,12/07/2021,BTC,80.24%
3620,13/07/2021,GBP,6.61%
3621,13/07/2021,EUR,5.51%
3622,13/07/2021,YENN,5.42%
3623,13/07/2021,BTC,74.78%
3624,14/07/2021,GBP,6.83%
3625,14/07/2021,EUR,5.92%
3626,14/07/2021,YENN,5.39%
3627,14/07/2021,BTC,74.76%
3628,15/07/2021,GBP,7.02%
3629,15/07/2021,EUR,6.28%
3630,15/07/2021,YENN,5.75%
3631,15/07/2021,BTC,73.64%
3632,16/07/2021,GBP,6.73%
3633,16/07/2021,EUR,5.21%
3634,16/07/2021,YENN,5.30%
3635,16/07/2021,BTC,73.64%
3636,19/07/2021,GBP,6.80%
3637,19/07/2021,EUR,4.71%
3638,19/07/2021,YENN,5.15%
3639,19/07/2021,BTC,71.29%
3640,20/07/2021,GBP,6.54%
3641,20/07/2021,EUR,4.61%
3642,20/07/2021,YENN,5.24%
3643,20/07/2021,BTC,58.80%
3644,21/07/2021,GBP,5.83%
3645,21/07/2021,EUR,4.42%
3646,21/07/2021,YENN,5.37%
3647,21/07/2021,BTC,63.98%
3648,22/07/2021,GBP,6.24%
3649,22/07/2021,EUR,4.35%
3650,22/07/2021,YENN,5.41%
3651,22/07/2021,BTC,62.59%
3652,23/07/2021,GBP,6.46%
3653,23/07/2021,EUR,4.37%
3654,23/07/2021,YENN,5.27%
3655,23/07/2021,BTC,63.36%
3656,26/07/2021,GBP,6.37%
3657,26/07/2021,EUR,4.37%
3658,26/07/2021,YENN,5.45%
3659,26/07/2021,BTC,64.98%
3660,27/07/2021,GBP,6.66%
3661,27/07/2021,EUR,4.51%
3662,27/07/2021,YENN,5.49%
3663,27/07/2021,BTC,61.16%
3664,28/07/2021,GBP,6.79%
3665,28/07/2021,EUR,4.55%
3666,28/07/2021,YENN,5.66%
3667,28/07/2021,BTC,59.97%
3668,29/07/2021,GBP,6.75%
3669,29/07/2021,EUR,4.57%
3670,29/07/2021,YENN,5.67%
3671,29/07/2021,BTC,59.10%
3672,30/07/2021,GBP,6.86%
3673,30/07/2021,EUR,4.59%
3674,30/07/2021,YENN,5.46%
3675,30/07/2021,BTC,58.49%
3676,02/08/2021,GBP,6.85%
3677,02/08/2021,EUR,4.65%
3678,02/08/2021,YENN,5.33%
3679,02/08/2021,BTC,65.57%
3680,03/08/2021,GBP,6.63%
3681,03/08/2021,EUR,4.65%
3682,03/08/2021,YENN,5.33%
3683,03/08/2021,BTC,66.53%
3684,04/08/2021,GBP,6.63%
3685,04/08/2021,EUR,4.65%
3686,04/08/2021,YENN,5.35%
3687,04/08/2021,BTC,67.58%
3688,05/08/2021,GBP,6.53%
3689,05/08/2021,EUR,4.60%
3690,05/08/2021,YENN,5.65%
3691,05/08/2021,BTC,67.60%
3692,06/08/2021,GBP,6.58%
3693,06/08/2021,EUR,4.49%
3694,06/08/2021,YENN,5.72%
3695,06/08/2021,BTC,67.30%
3696,09/08/2021,GBP,6.77%
3697,09/08/2021,EUR,4.89%
3698,09/08/2021,YENN,5.33%
3699,09/08/2021,BTC,71.07%
3700,10/08/2021,GBP,6.20%
3701,10/08/2021,EUR,4.80%
3702,10/08/2021,YENN,5.17%
3703,10/08/2021,BTC,70.94%
3704,11/08/2021,GBP,6.20%
3705,11/08/2021,EUR,4.81%
3706,11/08/2021,YENN,5.24%
3707,11/08/2021,BTC,70.38%
3708,12/08/2021,GBP,5.89%
3709,12/08/2021,EUR,4.12%
3710,12/08/2021,YENN,5.22%
3711,12/08/2021,BTC,71.76%
3712,13/08/2021,GBP,5.91%
3713,13/08/2021,EUR,3.69%
3714,13/08/2021,YENN,4.83%
3715,13/08/2021,BTC,72.39%
3716,16/08/2021,GBP,6.02%
3717,16/08/2021,EUR,4.09%
3718,16/08/2021,YENN,5.41%
3719,16/08/2021,BTC,74.40%
3720,17/08/2021,GBP,5.79%
3721,17/08/2021,EUR,4.11%
3722,17/08/2021,YENN,5.49%
3723,17/08/2021,BTC,75.07%
3724,18/08/2021,GBP,5.88%
3725,18/08/2021,EUR,4.55%
3726,18/08/2021,YENN,5.45%
3727,18/08/2021,BTC,73.00%
3728,19/08/2021,GBP,5.79%
3729,19/08/2021,EUR,4.55%
